shipment_id,product_id,supplier_id,origin_warehouse_id,destination_warehouse_id,transport_mode,quantity_units,shipment_value_usd,ship_date,planned_delivery_date,actual_delivery_date,planned_transit_days,actual_transit_days,delay_days,is_delayed,status,disruption_cause,freight_cost_usd,carrier_name
SHP-02058,PRD-0039,SUP-001,WH-002,WH-006,Multimodal,421,97937.23,2024-04-29,2024-05-23,2024-05-30,24,31.0,7,True,Delivered,,9229.24,DHL
SHP-02059,PRD-0046,SUP-008,WH-003,WH-001,Rail,400,282328.0,2024-11-03,2024-11-20,2024-11-19,17,16.0,0,False,Delivered,,10916.08,FedEx
SHP-02060,PRD-0001,SUP-012,WH-004,WH-001,Multimodal,244,275017.28,2023-11-23,2023-12-06,2023-12-13,13,20.0,7,True,Delivered,,3116.69,CMA CGM
SHP-02061,PRD-0057,SUP-013,WH-007,WH-001,Air Freight,442,651755.52,2024-09-09,2024-09-15,2024-09-17,6,8.0,0,False,Delivered,,14587.22,UPS
SHP-02062,PRD-0028,SUP-010,WH-007,WH-004,Ocean Freight,191,95494.27,2023-10-04,2023-11-09,,36,,11,True,Delayed,,769.08,CMA CGM
SHP-02063,PRD-0019,SUP-002,WH-004,WH-006,Air Freight,185,24164.7,2024-12-06,2024-12-10,2024-12-09,4,3.0,0,False,Delivered,,3559.24,MSC
SHP-02064,PRD-0064,SUP-013,WH-002,WH-006,Road,418,745686.92,2023-05-23,2023-05-27,2023-05-28,4,5.0,0,False,Delivered,,10878.95,MSC
SHP-02065,PRD-0046,SUP-008,WH-003,WH-002,Rail,104,73405.28,2023-04-25,2023-05-16,2023-05-16,21,21.0,0,False,Delivered,,13296.81,FedEx
SHP-02066,PRD-0019,SUP-002,WH-003,WH-002,Rail,263,34353.06,2023-06-02,2023-06-24,2023-06-23,22,21.0,0,False,Delivered,,3506.98,DHL
SHP-02067,PRD-0007,SUP-002,WH-001,WH-004,Rail,418,728293.94,2024-07-21,2024-08-09,,19,,0,False,Cancelled,,9133.7,MSC
SHP-02068,PRD-0028,SUP-010,WH-004,WH-002,Rail,242,120992.74,2024-08-21,2024-09-03,2024-09-16,13,26.0,13,True,Delivered,Taiwan Strait Tension,10538.36,DB Schenker
SHP-02069,PRD-0031,SUP-015,WH-001,WH-004,Air Freight,443,68381.48,2023-05-19,2023-05-22,,3,,1,True,Delayed,,1485.66,UPS
SHP-02070,PRD-0037,SUP-014,WH-006,WH-002,Ocean Freight,271,30105.39,2024-05-02,2024-06-08,,37,,32,True,Delayed,Hurricane Season,14640.46,Kuehne+Nagel
SHP-02071,PRD-0010,SUP-010,WH-005,WH-003,Air Freight,130,246275.9,2024-02-06,2024-02-08,,2,,6,True,Delayed,Red Sea Crisis,13859.62,UPS
SHP-02072,PRD-0036,SUP-004,WH-002,WH-007,Rail,430,592591.6,2023-03-17,2023-04-11,2023-04-12,25,26.0,0,False,Delivered,,8934.56,CMA CGM
SHP-02073,PRD-0053,SUP-011,WH-001,WH-003,Air Freight,281,231178.7,2023-05-09,2023-05-14,2023-05-15,5,6.0,1,True,Delivered,,14367.59,FedEx
SHP-02074,PRD-0049,SUP-005,WH-003,WH-004,Air Freight,197,16967.61,2024-05-29,2024-05-31,2024-05-31,2,2.0,0,False,Delivered,,883.73,CMA CGM
SHP-02075,PRD-0039,SUP-001,WH-003,WH-004,Rail,104,24193.52,2024-07-20,2024-08-06,,17,,8,True,Delayed,,9174.4,MSC
SHP-02076,PRD-0003,SUP-003,WH-007,WH-005,Rail,163,205155.06,2023-04-23,2023-05-03,2023-05-05,10,12.0,2,True,Delivered,,3881.23,UPS
SHP-02077,PRD-0054,SUP-011,WH-007,WH-001,Road,359,675393.88,2023-08-19,2023-08-29,,10,,7,True,Delayed,,8851.29,Kuehne+Nagel
SHP-02078,PRD-0050,SUP-009,WH-005,WH-001,Air Freight,82,19691.48,2024-09-11,2024-09-16,2024-09-15,5,4.0,0,False,Delivered,,10342.56,MSC
SHP-02079,PRD-0065,SUP-003,WH-001,WH-003,Multimodal,236,351609.32,2023-02-24,2023-03-07,2023-03-23,11,27.0,16,True,Delivered,Chinese New Year Congestion,3423.9,Kuehne+Nagel
SHP-02080,PRD-0030,SUP-005,WH-001,WH-006,Multimodal,236,188235.96,2024-03-21,2024-04-02,2024-04-04,12,14.0,0,False,Delivered,,9723.35,UPS
SHP-02081,PRD-0012,SUP-007,WH-002,WH-004,Rail,100,192908.0,2024-09-01,2024-09-17,2024-09-16,16,15.0,0,False,Delivered,Taiwan Strait Tension,287.0,DB Schenker
SHP-02082,PRD-0013,SUP-011,WH-002,WH-006,Ocean Freight,460,599499.6,2024-06-17,2024-07-16,2024-07-17,29,30.0,0,False,Delivered,,1018.3,UPS
SHP-02083,PRD-0065,SUP-003,WH-007,WH-001,Ocean Freight,218,324791.66,2024-05-30,2024-07-08,2024-08-03,39,65.0,26,True,Delivered,,10335.69,Kuehne+Nagel
SHP-02084,PRD-0004,SUP-010,WH-002,WH-007,Air Freight,59,117544.52,2024-11-26,2024-11-30,2024-12-02,4,6.0,0,False,Delivered,,860.87,DHL
SHP-02085,PRD-0029,SUP-010,WH-003,WH-002,Rail,168,176457.12,2024-07-16,2024-07-31,,15,,5,True,Delayed,,2563.31,Maersk
SHP-02086,PRD-0047,SUP-007,WH-001,WH-005,Air Freight,49,32498.76,2023-04-11,2023-04-17,2023-04-17,6,6.0,0,False,Delivered,,13245.96,DB Schenker
SHP-02087,PRD-0039,SUP-001,WH-006,WH-002,Ocean Freight,490,113988.7,2024-06-19,2024-07-10,2024-07-23,21,34.0,13,True,Delivered,,10580.92,DHL
SHP-02088,PRD-0048,SUP-011,WH-002,WH-007,Road,367,720233.83,2024-01-25,2024-02-02,,8,,1,True,Delayed,,10815.62,Maersk
SHP-02089,PRD-0066,SUP-005,WH-007,WH-005,Rail,353,541491.41,2024-04-30,2024-05-13,2024-05-12,13,12.0,0,False,Delivered,,8090.37,UPS
SHP-02090,PRD-0008,SUP-013,WH-003,WH-007,Rail,328,108725.44,2023-04-17,2023-05-11,2023-05-17,24,30.0,6,True,Delivered,,4119.5,FedEx
SHP-02091,PRD-0020,SUP-008,WH-001,WH-005,Air Freight,431,124541.76,2024-01-06,2024-01-10,2024-01-11,4,5.0,0,False,Delivered,,1900.28,CMA CGM
SHP-02092,PRD-0068,SUP-004,WH-005,WH-002,Road,355,274145.2,2024-04-09,2024-04-13,2024-04-12,4,3.0,0,False,Delivered,,7615.18,DB Schenker
SHP-02093,PRD-0035,SUP-002,WH-001,WH-003,Air Freight,235,349541.35,2023-05-25,2023-05-28,2023-05-30,3,5.0,0,False,Delivered,,8249.76,Maersk
SHP-02094,PRD-0012,SUP-007,WH-001,WH-004,Air Freight,431,831433.48,2024-01-17,2024-01-22,2024-01-24,5,7.0,0,False,Delivered,,14892.74,CMA CGM
SHP-02095,PRD-0048,SUP-011,WH-002,WH-003,Rail,114,223723.86,2023-05-24,2023-06-12,,19,,9,True,Delayed,,10967.31,Maersk
SHP-02096,PRD-0015,SUP-012,WH-005,WH-003,Rail,126,159502.14,2023-10-31,2023-11-24,,24,,17,True,Delayed,,1867.88,DB Schenker
SHP-02097,PRD-0044,SUP-015,WH-002,WH-005,Ocean Freight,285,191249.25,2024-06-28,2024-08-07,2024-08-09,40,42.0,0,False,Delivered,,14658.97,DB Schenker
SHP-02098,PRD-0042,SUP-002,WH-003,WH-005,Multimodal,152,108500.64,2024-08-30,2024-09-24,2024-09-24,25,25.0,0,False,Delivered,Taiwan Strait Tension,8211.0,Kuehne+Nagel
SHP-02099,PRD-0031,SUP-015,WH-004,WH-006,Multimodal,371,57267.56,2024-11-30,2024-12-19,2024-12-19,19,19.0,0,False,Delivered,,14819.9,MSC
SHP-02100,PRD-0032,SUP-009,WH-003,WH-006,Multimodal,390,209722.5,2024-11-08,2024-11-26,2024-11-30,18,22.0,4,True,Delivered,,14062.29,CMA CGM
SHP-02101,PRD-0006,SUP-008,WH-007,WH-006,Multimodal,284,4674.64,2024-08-15,2024-08-27,,12,,7,True,Delayed,,1890.35,DB Schenker
SHP-02102,PRD-0045,SUP-002,WH-006,WH-004,Multimodal,254,195900.04,2024-10-29,2024-11-22,2024-11-23,24,25.0,0,False,Delivered,,13436.97,Kuehne+Nagel
SHP-02103,PRD-0025,SUP-001,WH-003,WH-005,Road,223,259253.11,2024-10-01,2024-10-04,2024-10-05,3,4.0,1,True,Delivered,,5468.0,MSC
SHP-02104,PRD-0042,SUP-002,WH-007,WH-005,Air Freight,134,95651.88,2024-07-20,2024-07-22,2024-07-23,2,3.0,0,False,Delivered,,1601.75,DB Schenker
SHP-02105,PRD-0056,SUP-006,WH-001,WH-002,Road,315,294628.95,2023-07-24,2023-07-30,2023-08-01,6,8.0,0,False,Delivered,,4715.31,DB Schenker
SHP-02106,PRD-0023,SUP-003,WH-003,WH-006,Air Freight,495,378259.2,2023-08-12,2023-08-18,2023-08-17,6,5.0,0,False,Delivered,,2667.01,Maersk
SHP-02107,PRD-0037,SUP-014,WH-001,WH-005,Road,359,39881.31,2023-04-27,2023-05-05,2023-05-06,8,9.0,0,False,Delivered,,10494.99,MSC
SHP-02108,PRD-0052,SUP-011,WH-003,WH-007,Air Freight,28,51585.24,2024-02-03,2024-02-10,,7,,18,True,Delayed,Red Sea Crisis,11363.83,Maersk
SHP-02109,PRD-0040,SUP-010,WH-005,WH-007,Rail,180,199713.6,2023-11-14,2023-12-09,2023-12-10,25,26.0,0,False,Delivered,,7652.13,UPS
SHP-02110,PRD-0067,SUP-012,WH-004,WH-007,Rail,88,50916.8,2024-12-12,2024-12-25,2024-12-25,13,13.0,0,False,Delivered,,2353.4,UPS
SHP-02111,PRD-0071,SUP-005,WH-004,WH-006,Air Freight,472,712446.24,2023-12-17,2023-12-22,,5,,4,True,Delayed,,14240.47,FedEx
SHP-02112,PRD-0018,SUP-006,WH-002,WH-004,Air Freight,287,244788.04,2024-05-20,2024-05-23,2024-05-22,3,2.0,0,False,Delivered,Hurricane Season,6048.44,FedEx
SHP-02113,PRD-0050,SUP-009,WH-005,WH-007,Rail,134,32178.76,2024-01-02,2024-01-18,,16,,7,True,Delayed,,328.42,Kuehne+Nagel
SHP-02114,PRD-0050,SUP-009,WH-006,WH-002,Multimodal,285,68439.9,2024-09-04,2024-09-13,,9,,15,True,Delayed,Taiwan Strait Tension,7079.25,FedEx
SHP-02115,PRD-0024,SUP-012,WH-007,WH-005,Air Freight,270,537540.3,2023-02-02,2023-02-09,2023-03-04,7,30.0,23,True,Delivered,Chinese New Year Congestion,1152.7,DHL
SHP-02116,PRD-0017,SUP-004,WH-001,WH-003,Road,125,196423.75,2023-08-09,2023-08-17,2023-08-16,8,7.0,0,False,Delivered,,10657.86,Maersk
SHP-02117,PRD-0017,SUP-004,WH-003,WH-006,Air Freight,325,510701.75,2024-12-24,2024-12-28,2024-12-29,4,5.0,0,False,Delivered,,7973.12,DHL
SHP-02118,PRD-0068,SUP-004,WH-002,WH-007,Road,288,222405.12,2023-03-04,2023-03-07,2023-03-06,3,2.0,0,False,Delivered,,1678.19,FedEx
SHP-02119,PRD-0026,SUP-009,WH-006,WH-001,Air Freight,153,281455.74,2023-10-25,2023-10-28,2023-10-27,3,2.0,0,False,Delivered,,3820.83,UPS
SHP-02120,PRD-0060,SUP-015,WH-007,WH-001,Ocean Freight,182,229907.86,2023-01-08,2023-02-10,,33,,26,True,Delayed,,6364.62,FedEx
SHP-02121,PRD-0058,SUP-006,WH-002,WH-004,Air Freight,249,48764.16,2023-01-09,2023-01-11,2023-01-10,2,1.0,0,False,Delivered,,776.18,FedEx
SHP-02122,PRD-0068,SUP-004,WH-007,WH-002,Multimodal,48,37067.52,2024-10-13,2024-11-11,2024-11-11,29,29.0,0,False,Delivered,,10077.48,MSC
SHP-02123,PRD-0003,SUP-003,WH-007,WH-003,Rail,499,628051.38,2023-01-28,2023-02-19,2023-03-05,22,36.0,14,True,Delivered,,2782.59,Kuehne+Nagel
SHP-02124,PRD-0009,SUP-001,WH-007,WH-003,Air Freight,138,32101.56,2024-01-27,2024-02-01,,5,,5,True,Delayed,Red Sea Crisis,1574.4,MSC
SHP-02125,PRD-0057,SUP-013,WH-002,WH-007,Rail,203,299335.68,2024-10-02,2024-10-12,2024-10-19,10,17.0,7,True,Delivered,,6484.67,CMA CGM
SHP-02126,PRD-0051,SUP-001,WH-006,WH-007,Rail,141,147294.24,2024-06-08,2024-07-01,,23,,0,False,Cancelled,,3288.57,UPS
SHP-02127,PRD-0019,SUP-002,WH-005,WH-003,Road,99,12931.38,2023-04-15,2023-04-16,2023-04-17,1,2.0,0,False,Delivered,,4407.33,XPO Logistics
SHP-02128,PRD-0046,SUP-008,WH-006,WH-005,Rail,305,215275.1,2023-06-30,2023-07-14,,14,,12,True,Delayed,Rotterdam Port Strike,12957.14,CMA CGM
SHP-02129,PRD-0029,SUP-010,WH-001,WH-007,Ocean Freight,319,335058.46,2024-07-26,2024-09-01,2024-09-03,37,39.0,0,False,Delivered,,13129.64,DB Schenker
SHP-02130,PRD-0052,SUP-011,WH-005,WH-006,Road,73,134490.09,2023-10-18,2023-10-28,2023-10-27,10,9.0,0,False,Delivered,,12078.0,XPO Logistics
SHP-02131,PRD-0037,SUP-014,WH-004,WH-007,Multimodal,150,16663.5,2023-07-26,2023-08-07,2023-08-09,12,14.0,0,False,Delivered,,14792.14,DB Schenker
SHP-02132,PRD-0013,SUP-011,WH-002,WH-005,Multimodal,219,285413.94,2024-11-13,2024-12-05,2024-12-06,22,23.0,0,False,Delivered,,10571.78,Kuehne+Nagel
SHP-02133,PRD-0053,SUP-011,WH-004,WH-006,Multimodal,398,327434.6,2024-12-18,2025-01-03,2025-01-02,16,15.0,0,False,Delivered,,3380.41,XPO Logistics
SHP-02134,PRD-0016,SUP-005,WH-002,WH-007,Rail,183,245452.41,2023-09-24,2023-10-14,2023-10-15,20,21.0,0,False,Delivered,,1333.29,XPO Logistics
SHP-02135,PRD-0060,SUP-015,WH-002,WH-003,Rail,365,461078.95,2024-03-08,2024-03-21,2024-04-01,13,24.0,11,True,Delivered,,3270.81,UPS
SHP-02136,PRD-0072,SUP-013,WH-007,WH-001,Rail,410,496292.7,2024-09-17,2024-10-07,2024-10-06,20,19.0,0,False,Delivered,,6252.62,DHL
SHP-02137,PRD-0022,SUP-014,WH-007,WH-002,Rail,435,208974.0,2024-05-11,2024-05-22,2024-05-24,11,13.0,0,False,Delivered,Hurricane Season,10604.52,CMA CGM
SHP-02138,PRD-0004,SUP-010,WH-003,WH-005,Rail,456,908479.68,2023-12-06,2023-12-25,2024-01-10,19,35.0,16,True,Delivered,,10644.74,Kuehne+Nagel
SHP-02139,PRD-0047,SUP-007,WH-002,WH-005,Road,157,104128.68,2024-03-14,2024-03-23,2024-03-23,9,9.0,0,False,Delivered,,8679.96,DB Schenker
SHP-02140,PRD-0020,SUP-008,WH-007,WH-001,Multimodal,53,15314.88,2024-07-26,2024-08-13,2024-08-12,18,17.0,0,False,Delivered,,521.69,MSC
SHP-02141,PRD-0036,SUP-004,WH-005,WH-007,Ocean Freight,160,220499.2,2023-05-25,2023-07-06,2023-07-06,42,42.0,0,False,Delivered,,9711.97,XPO Logistics
SHP-02142,PRD-0008,SUP-013,WH-003,WH-005,Multimodal,222,73588.56,2024-01-13,2024-02-01,2024-03-10,19,57.0,38,True,Delivered,Red Sea Crisis,2370.88,DHL
SHP-02143,PRD-0019,SUP-002,WH-006,WH-005,Multimodal,377,49243.74,2024-03-08,2024-03-22,2024-03-24,14,16.0,0,False,Delivered,,3820.16,MSC
SHP-02144,PRD-0046,SUP-008,WH-005,WH-003,Rail,375,264682.5,2024-07-04,2024-07-18,2024-07-20,14,16.0,0,False,Delivered,,12664.74,Maersk
SHP-02145,PRD-0023,SUP-003,WH-001,WH-006,Rail,221,168879.36,2024-04-04,2024-04-28,2024-04-30,24,26.0,0,False,Delivered,,13374.84,DB Schenker
SHP-02146,PRD-0031,SUP-015,WH-006,WH-003,Multimodal,263,40596.68,2023-09-08,2023-10-02,2023-11-02,24,55.0,31,True,Delivered,Suez Canal Delay,4121.5,Kuehne+Nagel
SHP-02147,PRD-0056,SUP-006,WH-003,WH-006,Multimodal,444,415286.52,2024-01-19,2024-02-05,2024-02-05,17,17.0,0,False,Delivered,Red Sea Crisis,3015.82,Kuehne+Nagel
SHP-02148,PRD-0003,SUP-003,WH-006,WH-007,Road,500,629310.0,2023-09-17,2023-09-24,,7,,5,True,Delayed,Suez Canal Delay,13025.33,DB Schenker
SHP-02149,PRD-0042,SUP-002,WH-006,WH-007,Rail,396,282672.72,2024-04-23,2024-05-12,2024-05-11,19,18.0,0,False,Delivered,,7173.53,DHL
SHP-02150,PRD-0056,SUP-006,WH-006,WH-001,Ocean Freight,417,390032.61,2024-10-29,2024-11-25,2024-11-26,27,28.0,0,False,Delivered,,6253.81,DB Schenker
SHP-02151,PRD-0031,SUP-015,WH-003,WH-006,Air Freight,226,34885.36,2024-01-01,2024-01-04,2024-01-05,3,4.0,0,False,Delivered,,5608.76,UPS
SHP-02152,PRD-0060,SUP-015,WH-001,WH-006,Ocean Freight,500,631615.0,2023-07-04,2023-07-30,2023-10-05,26,93.0,67,True,Delivered,Rotterdam Port Strike,744.92,Kuehne+Nagel
SHP-02153,PRD-0017,SUP-004,WH-001,WH-003,Multimodal,49,76998.11,2023-01-30,2023-02-16,2023-02-17,17,18.0,0,False,Delivered,,1364.23,XPO Logistics
SHP-02154,PRD-0064,SUP-013,WH-001,WH-007,Ocean Freight,393,701088.42,2024-08-04,2024-09-12,2024-09-13,39,40.0,0,False,Delivered,,14432.59,FedEx
SHP-02155,PRD-0017,SUP-004,WH-007,WH-003,Road,401,630127.39,2024-02-16,2024-02-21,2024-02-20,5,4.0,0,False,Delivered,,9789.06,XPO Logistics
SHP-02156,PRD-0012,SUP-007,WH-006,WH-005,Road,85,163971.8,2024-05-13,2024-05-23,2024-05-25,10,12.0,0,False,Delivered,,10680.91,Maersk
SHP-02157,PRD-0074,SUP-015,WH-006,WH-002,Multimodal,94,24814.12,2024-01-17,2024-02-13,2024-04-13,27,87.0,60,True,Delivered,Red Sea Crisis,10580.48,DHL
SHP-02158,PRD-0063,SUP-002,WH-002,WH-001,Rail,256,235100.16,2023-01-04,2023-01-19,2023-01-20,15,16.0,0,False,Delivered,,10270.05,XPO Logistics
SHP-02159,PRD-0027,SUP-002,WH-004,WH-003,Rail,167,199418.04,2024-03-08,2024-03-20,,12,,10,True,Delayed,,7371.39,Kuehne+Nagel
SHP-02160,PRD-0018,SUP-006,WH-001,WH-006,Multimodal,452,385519.84,2023-09-07,2023-09-29,2023-09-30,22,23.0,0,False,Delivered,Suez Canal Delay,4676.19,CMA CGM
SHP-02161,PRD-0049,SUP-005,WH-004,WH-001,Ocean Freight,125,10766.25,2023-01-03,2023-01-29,2023-01-29,26,26.0,0,False,Delivered,,11789.75,Kuehne+Nagel
SHP-02162,PRD-0013,SUP-011,WH-007,WH-006,Road,58,75589.08,2024-10-22,2024-10-31,2024-11-02,9,11.0,0,False,Delivered,,3216.05,DHL
SHP-02163,PRD-0036,SUP-004,WH-007,WH-005,Rail,493,679413.16,2024-01-11,2024-01-27,2024-01-27,16,16.0,0,False,Delivered,,14563.32,UPS
SHP-02164,PRD-0006,SUP-008,WH-001,WH-002,Multimodal,260,4279.6,2024-07-01,2024-07-25,2024-07-25,24,24.0,0,False,Delivered,,8345.58,UPS
SHP-02165,PRD-0024,SUP-012,WH-002,WH-003,Multimodal,275,547494.75,2023-12-18,2023-12-31,2024-01-01,13,14.0,0,False,Delivered,,12624.65,MSC
SHP-02166,PRD-0010,SUP-010,WH-004,WH-001,Air Freight,169,320158.67,2024-01-21,2024-01-25,2024-01-24,4,3.0,0,False,Delivered,,8080.9,MSC
SHP-02167,PRD-0026,SUP-009,WH-005,WH-003,Ocean Freight,75,137968.5,2024-07-14,2024-07-30,2024-08-01,16,18.0,0,False,Delivered,,10612.95,CMA CGM
SHP-02168,PRD-0069,SUP-009,WH-002,WH-003,Air Freight,386,361755.34,2023-11-16,2023-11-18,2023-11-17,2,1.0,0,False,Delivered,,13871.37,CMA CGM
SHP-02169,PRD-0040,SUP-010,WH-004,WH-006,Ocean Freight,55,61023.6,2023-03-06,2023-04-09,2023-04-10,34,35.0,0,False,Delivered,,3110.3,MSC
SHP-02170,PRD-0063,SUP-002,WH-004,WH-006,Rail,167,153366.12,2023-12-07,2023-12-23,2023-12-23,16,16.0,0,False,Delivered,,4593.12,Kuehne+Nagel
SHP-02171,PRD-0045,SUP-002,WH-007,WH-006,Road,170,131114.2,2024-03-27,2024-03-28,2024-03-29,1,2.0,0,False,Delivered,,4932.55,DB Schenker
SHP-02172,PRD-0072,SUP-013,WH-003,WH-002,Ocean Freight,60,72628.2,2024-12-25,2025-02-04,2025-02-04,41,41.0,0,False,Delivered,,2292.11,FedEx
SHP-02173,PRD-0059,SUP-004,WH-004,WH-001,Ocean Freight,63,19103.49,2023-12-16,2024-01-08,2024-01-07,23,22.0,0,False,Delivered,,13782.23,DB Schenker
SHP-02174,PRD-0039,SUP-001,WH-003,WH-002,Multimodal,78,18145.14,2024-10-18,2024-10-27,2024-10-27,9,9.0,0,False,Delivered,,12040.91,MSC
SHP-02175,PRD-0011,SUP-003,WH-006,WH-003,Ocean Freight,336,444494.4,2024-02-19,2024-03-13,2024-03-15,23,25.0,0,False,Delivered,,6151.2,DB Schenker
SHP-02176,PRD-0065,SUP-003,WH-001,WH-004,Rail,15,22348.05,2024-09-25,2024-10-05,2024-10-04,10,9.0,0,False,Delivered,,5309.89,DHL
SHP-02177,PRD-0074,SUP-015,WH-005,WH-007,Road,340,89753.2,2023-05-23,2023-05-26,,3,,1,True,Delayed,,9982.92,FedEx
SHP-02178,PRD-0014,SUP-002,WH-003,WH-007,Air Freight,189,129047.31,2024-07-26,2024-08-01,2024-07-31,6,5.0,0,False,Delivered,,1507.91,UPS
SHP-02179,PRD-0030,SUP-005,WH-001,WH-004,Multimodal,98,78165.78,2023-07-10,2023-08-07,,28,,64,True,Delayed,Rotterdam Port Strike,11911.16,CMA CGM
SHP-02180,PRD-0047,SUP-007,WH-006,WH-005,Rail,320,212236.8,2023-09-26,2023-10-17,2023-10-19,21,23.0,0,False,Delivered,,14497.38,Maersk
SHP-02181,PRD-0045,SUP-002,WH-005,WH-002,Multimodal,142,109518.92,2024-08-16,2024-09-11,,26,,0,False,Cancelled,Taiwan Strait Tension,3222.72,MSC
SHP-02182,PRD-0057,SUP-013,WH-007,WH-005,Air Freight,484,713687.04,2024-02-03,2024-02-10,2024-02-12,7,9.0,0,False,Delivered,,7754.67,DB Schenker
SHP-02183,PRD-0067,SUP-012,WH-006,WH-003,Road,75,43395.0,2023-12-22,2023-12-24,2023-12-23,2,1.0,0,False,Delivered,,13298.73,CMA CGM
SHP-02184,PRD-0017,SUP-004,WH-003,WH-001,Road,395,620699.05,2024-08-28,2024-09-01,2024-09-04,4,7.0,3,True,Delivered,Taiwan Strait Tension,6818.8,MSC
SHP-02185,PRD-0027,SUP-002,WH-005,WH-006,Ocean Freight,276,329577.12,2024-08-14,2024-08-28,2024-08-29,14,15.0,0,False,Delivered,,8885.58,UPS
SHP-02186,PRD-0033,SUP-008,WH-005,WH-007,Multimodal,424,707719.6,2023-09-09,2023-09-19,2023-09-18,10,9.0,0,False,Delivered,Suez Canal Delay,8537.7,Maersk
SHP-02187,PRD-0075,SUP-001,WH-001,WH-005,Air Freight,219,38776.14,2024-01-06,2024-01-10,,4,,0,False,Cancelled,,7218.64,Maersk
SHP-02188,PRD-0039,SUP-001,WH-004,WH-005,Road,398,92586.74,2024-07-31,2024-08-03,2024-08-04,3,4.0,0,False,Delivered,,7852.6,XPO Logistics
SHP-02189,PRD-0048,SUP-011,WH-006,WH-005,Rail,91,178586.59,2024-02-28,2024-03-13,2024-03-13,14,14.0,0,False,Delivered,,7977.95,CMA CGM
SHP-02190,PRD-0067,SUP-012,WH-005,WH-004,Rail,284,164322.4,2024-07-03,2024-07-19,,16,,8,True,Delayed,,10966.9,DB Schenker
SHP-02191,PRD-0029,SUP-010,WH-004,WH-002,Multimodal,292,306699.28,2024-05-11,2024-05-19,2024-05-20,8,9.0,0,False,Delivered,Hurricane Season,3438.4,FedEx
SHP-02192,PRD-0001,SUP-012,WH-003,WH-006,Ocean Freight,469,528619.28,2023-10-15,2023-11-18,,34,,24,True,Delayed,,5300.27,UPS
SHP-02193,PRD-0011,SUP-003,WH-001,WH-002,Road,42,55561.8,2024-09-06,2024-09-11,,5,,0,False,Cancelled,,10645.16,FedEx
SHP-02194,PRD-0057,SUP-013,WH-006,WH-002,Rail,326,480706.56,2024-06-23,2024-07-08,2024-07-07,15,14.0,0,False,Delivered,,7496.69,FedEx
SHP-02195,PRD-0001,SUP-012,WH-003,WH-007,Ocean Freight,67,75517.04,2023-12-09,2024-01-06,2024-01-08,28,30.0,0,False,Delivered,,9248.38,Kuehne+Nagel
SHP-02196,PRD-0057,SUP-013,WH-004,WH-005,Air Freight,66,97320.96,2024-06-26,2024-06-29,2024-06-29,3,3.0,0,False,Delivered,,6060.84,DHL
SHP-02197,PRD-0011,SUP-003,WH-007,WH-004,Air Freight,287,379672.3,2023-02-08,2023-02-15,,7,,7,True,Delayed,Chinese New Year Congestion,11919.83,DHL
SHP-02198,PRD-0058,SUP-006,WH-004,WH-007,Ocean Freight,365,71481.6,2023-11-09,2023-12-03,2023-12-04,24,25.0,0,False,Delivered,,929.86,MSC
SHP-02199,PRD-0052,SUP-011,WH-007,WH-002,Rail,180,331619.4,2024-10-10,2024-10-20,2024-10-19,10,9.0,0,False,Delivered,,13082.91,Kuehne+Nagel
SHP-02200,PRD-0004,SUP-010,WH-006,WH-005,Ocean Freight,223,444278.44,2023-09-05,2023-10-12,2023-10-13,37,38.0,0,False,Delivered,Suez Canal Delay,13235.12,UPS
SHP-02201,PRD-0028,SUP-010,WH-007,WH-001,Road,80,39997.6,2023-09-08,2023-09-18,2023-09-20,10,12.0,0,False,Delivered,,7537.43,Maersk
SHP-02202,PRD-0027,SUP-002,WH-006,WH-001,Rail,363,433465.56,2024-10-06,2024-10-22,2024-10-21,16,15.0,0,False,Delivered,,2466.72,XPO Logistics
SHP-02203,PRD-0071,SUP-005,WH-001,WH-007,Ocean Freight,174,262639.08,2023-12-24,2024-02-02,2024-02-12,40,50.0,10,True,Delivered,,10895.29,DHL
SHP-02204,PRD-0022,SUP-014,WH-003,WH-007,Rail,207,99442.8,2024-07-24,2024-08-18,2024-08-17,25,24.0,0,False,Delivered,,2899.42,FedEx
SHP-02205,PRD-0027,SUP-002,WH-007,WH-003,Rail,322,384506.64,2023-08-11,2023-09-05,2023-09-04,25,24.0,0,False,Delivered,,11696.07,Maersk
SHP-02206,PRD-0046,SUP-008,WH-001,WH-003,Ocean Freight,362,255506.84,2024-05-07,2024-06-11,,35,,27,True,Delayed,Hurricane Season,4304.58,MSC
SHP-02207,PRD-0017,SUP-004,WH-004,WH-001,Rail,354,556272.06,2023-11-11,2023-11-27,2023-11-27,16,16.0,0,False,Delivered,,11447.32,XPO Logistics
SHP-02208,PRD-0060,SUP-015,WH-003,WH-007,Road,256,323386.88,2024-10-21,2024-10-26,,5,,2,True,Delayed,,477.38,UPS
SHP-02209,PRD-0027,SUP-002,WH-001,WH-005,Road,450,537354.0,2023-11-07,2023-11-12,2023-11-14,5,7.0,0,False,Delivered,,6275.8,CMA CGM
SHP-02210,PRD-0018,SUP-006,WH-005,WH-002,Road,67,57145.64,2023-05-25,2023-06-04,2023-06-04,10,10.0,0,False,Delivered,,5317.46,UPS
